slice_id,alignment_id,alignment_label,alignment_status,source_name,dataset_name,feature_id,feature_group,channel,context_member_ids_json,value_type,numeric_value,text_value,json_value,provenance_bundle_id,source_row_index,source_entity_id,source_entity_label
alignment:grm3|pgc|pgc.criterion.sig-adultfusion|observed|2,alignment:grm3,GRM3,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.criterion.sig-adultfusion,prioritization_criterion,observed,"[""channel:observed"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""criterion:sig-adultfusion"", ""alignment_status:id-consistent""]",boolean,0,false,,pgc:glutamatergic-prioritized-genes,2,ENSG00000198822,GRM3
alignment:grm3|pgc|pgc.criterion.sig-adultfusion|uncertainty|2,alignment:grm3,GRM3,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.criterion.sig-adultfusion,prioritization_criterion,uncertainty,"[""channel:uncertainty"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""criterion:sig-adultfusion"", ""alignment_status:id-consistent"", ""uncertainty_level:low""]",number,0.2,low,"{""reason"": ""cross_source_entity_id_consistent"", ""related_channel"": ""observed""}",pgc:glutamatergic-prioritized-genes,2,ENSG00000198822,GRM3
alignment:grm3|pgc|pgc.criterion.smr-priority-gene|observed|2,alignment:grm3,GRM3,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.criterion.smr-priority-gene,prioritization_criterion,observed,"[""channel:observed"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""criterion:smr-priority-gene"", ""alignment_status:id-consistent""]",boolean,0,false,,pgc:glutamatergic-prioritized-genes,2,ENSG00000198822,GRM3
alignment:grm3|pgc|pgc.criterion.smr-priority-gene|uncertainty|2,alignment:grm3,GRM3,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.criterion.smr-priority-gene,prioritization_criterion,uncertainty,"[""channel:uncertainty"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""criterion:smr-priority-gene"", ""alignment_status:id-consistent"", ""uncertainty_level:low""]",number,0.2,low,"{""reason"": ""cross_source_entity_id_consistent"", ""related_channel"": ""observed""}",pgc:glutamatergic-prioritized-genes,2,ENSG00000198822,GRM3
alignment:grm3|pgc|pgc.criterion.smrpsych|observed|2,alignment:grm3,GRM3,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.criterion.smrpsych,prioritization_criterion,observed,"[""channel:observed"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""criterion:smrpsych"", ""alignment_status:id-consistent""]",boolean,0,false,,pgc:glutamatergic-prioritized-genes,2,ENSG00000198822,GRM3
alignment:grm3|pgc|pgc.criterion.smrpsych|uncertainty|2,alignment:grm3,GRM3,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.criterion.smrpsych,prioritization_criterion,uncertainty,"[""channel:uncertainty"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""criterion:smrpsych"", ""alignment_status:id-consistent"", ""uncertainty_level:low""]",number,0.2,low,"{""reason"": ""cross_source_entity_id_consistent"", ""related_channel"": ""observed""}",pgc:glutamatergic-prioritized-genes,2,ENSG00000198822,GRM3
alignment:grm3|pgc|pgc.prioritised|observed|2,alignment:grm3,GRM3,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.prioritised,prioritization_summary,observed,"[""channel:observed"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""alignment_status:id-consistent""]",boolean,0,false,,pgc:glutamatergic-prioritized-genes,2,ENSG00000198822,GRM3
alignment:grm3|pgc|pgc.prioritised|uncertainty|2,alignment:grm3,GRM3,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.prioritised,prioritization_summary,uncertainty,"[""channel:uncertainty"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""alignment_status:id-consistent"", ""uncertainty_level:low""]",number,0.2,low,"{""reason"": ""cross_source_entity_id_consistent"", ""related_channel"": ""observed""}",pgc:glutamatergic-prioritized-genes,2,ENSG00000198822,GRM3
alignment:grm3|pgc|pgc.priority_index_snp_count|observed|2,alignment:grm3,GRM3,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.priority_index_snp_count,index_snp_summary,observed,"[""channel:observed"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""alignment_status:id-consistent""]",integer,0,,,pgc:glutamatergic-prioritized-genes,2,ENSG00000198822,GRM3
alignment:grm3|pgc|pgc.priority_index_snp_count|uncertainty|2,alignment:grm3,GRM3,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.priority_index_snp_count,index_snp_summary,uncertainty,"[""channel:uncertainty"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""alignment_status:id-consistent"", ""uncertainty_level:low""]",number,0.2,low,"{""reason"": ""cross_source_entity_id_consistent"", ""related_channel"": ""observed""}",pgc:glutamatergic-prioritized-genes,2,ENSG00000198822,GRM3
alignment:grm3|pgc|pgc.priority_index_snps|observed|2,alignment:grm3,GRM3,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.priority_index_snps,index_snp_summary,observed,"[""channel:observed"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""alignment_status:id-consistent""]",json,,,[],pgc:glutamatergic-prioritized-genes,2,ENSG00000198822,GRM3
alignment:grm3|pgc|pgc.priority_index_snps|uncertainty|2,alignment:grm3,GRM3,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.priority_index_snps,index_snp_summary,uncertainty,"[""channel:uncertainty"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""alignment_status:id-consistent"", ""uncertainty_level:low""]",number,0.2,low,"{""reason"": ""cross_source_entity_id_consistent"", ""related_channel"": ""observed""}",pgc:glutamatergic-prioritized-genes,2,ENSG00000198822,GRM3
alignment:grm5|opentargets|opentargets.datatype.clinical|observed|4,alignment:grm5,GRM5,id_consistent,opentargets,glutamatergic_baseline,opentargets.datatype.clinical,datatype_score,observed,"[""channel:observed"", ""source:opentargets"", ""dataset:glutamatergic-baseline"", ""disease:mondo-0005090"", ""datatype:clinical"", ""alignment_status:id-consistent""]",number,0.06079307976116211,,,opentargets:glutamatergic-baseline,4,ENSG00000168959,GRM5
alignment:grm5|opentargets|opentargets.datatype.clinical|uncertainty|4,alignment:grm5,GRM5,id_consistent,opentargets,glutamatergic_baseline,opentargets.datatype.clinical,datatype_score,uncertainty,"[""channel:uncertainty"", ""source:opentargets"", ""dataset:glutamatergic-baseline"", ""disease:mondo-0005090"", ""datatype:clinical"", ""alignment_status:id-consistent"", ""uncertainty_level:medium""]",number,0.5,medium,"{""reason"": ""single_source_alignment"", ""related_channel"": ""observed""}",opentargets:glutamatergic-baseline,4,ENSG00000168959,GRM5
alignment:grm5|opentargets|opentargets.datatype.genetic-association|missingness|4,alignment:grm5,GRM5,id_consistent,opentargets,glutamatergic_baseline,opentargets.datatype.genetic-association,datatype_score,missingness,"[""channel:missingness"", ""source:opentargets"", ""dataset:glutamatergic-baseline"", ""disease:mondo-0005090"", ""datatype:genetic-association"", ""alignment_status:id-consistent"", ""missingness_kind:source-field-blank""]",string,,source_field_blank,"{""field_name"": ""opentargets_datatype_genetic_association"", ""reason"": ""source_field_blank""}",opentargets:glutamatergic-baseline,4,ENSG00000168959,GRM5
alignment:grm5|opentargets|opentargets.datatype.genetic-association|uncertainty|blank-4,alignment:grm5,GRM5,id_consistent,opentargets,glutamatergic_baseline,opentargets.datatype.genetic-association,datatype_score,uncertainty,"[""channel:uncertainty"", ""source:opentargets"", ""dataset:glutamatergic-baseline"", ""disease:mondo-0005090"", ""datatype:genetic-association"", ""alignment_status:id-consistent"", ""uncertainty_level:medium""]",number,0.6,medium,"{""field_name"": ""opentargets_datatype_genetic_association"", ""missingness_kind"": ""source_field_blank"", ""reason"": ""source_field_blank"", ""related_channel"": ""missingness""}",opentargets:glutamatergic-baseline,4,ENSG00000168959,GRM5
alignment:grm5|opentargets|opentargets.generic_platform_baseline|observed|4,alignment:grm5,GRM5,id_consistent,opentargets,glutamatergic_baseline,opentargets.generic_platform_baseline,association_score,observed,"[""channel:observed"", ""source:opentargets"", ""dataset:glutamatergic-baseline"", ""disease:mondo-0005090"", ""alignment_status:id-consistent""]",number,0.128960640945,,,opentargets:glutamatergic-baseline,4,ENSG00000168959,GRM5
alignment:grm5|opentargets|opentargets.generic_platform_baseline|uncertainty|4,alignment:grm5,GRM5,id_consistent,opentargets,glutamatergic_baseline,opentargets.generic_platform_baseline,association_score,uncertainty,"[""channel:uncertainty"", ""source:opentargets"", ""dataset:glutamatergic-baseline"", ""disease:mondo-0005090"", ""alignment_status:id-consistent"", ""uncertainty_level:medium""]",number,0.5,medium,"{""reason"": ""single_source_alignment"", ""related_channel"": ""observed""}",opentargets:glutamatergic-baseline,4,ENSG00000168959,GRM5
alignment:grm5|pgc|pgc.common_variant_support|missingness|absent,alignment:grm5,GRM5,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.common_variant_support,association_score,missingness,"[""channel:missingness"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""alignment_status:id-consistent"", ""missingness_kind:source-absent""]",string,,source_absent,"{""expected_source"": ""pgc"", ""reason"": ""source_absent""}",pgc:glutamatergic-prioritized-genes,,,
alignment:grm5|pgc|pgc.common_variant_support|uncertainty|absent,alignment:grm5,GRM5,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.common_variant_support,association_score,uncertainty,"[""channel:uncertainty"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""alignment_status:id-consistent"", ""uncertainty_level:high""]",number,0.8,high,"{""missingness_kind"": ""source_absent"", ""reason"": ""source_absent_for_alignment"", ""related_channel"": ""missingness""}",pgc:glutamatergic-prioritized-genes,,,
alignment:grm5|pgc|pgc.criterion.finemap-priority-gene|missingness|absent,alignment:grm5,GRM5,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.criterion.finemap-priority-gene,prioritization_criterion,missingness,"[""channel:missingness"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""criterion:finemap-priority-gene"", ""alignment_status:id-consistent"", ""missingness_kind:source-absent""]",string,,source_absent,"{""expected_source"": ""pgc"", ""reason"": ""source_absent""}",pgc:glutamatergic-prioritized-genes,,,
alignment:grm5|pgc|pgc.criterion.finemap-priority-gene|uncertainty|absent,alignment:grm5,GRM5,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.criterion.finemap-priority-gene,prioritization_criterion,uncertainty,"[""channel:uncertainty"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""criterion:finemap-priority-gene"", ""alignment_status:id-consistent"", ""uncertainty_level:high""]",number,0.8,high,"{""missingness_kind"": ""source_absent"", ""reason"": ""source_absent_for_alignment"", ""related_channel"": ""missingness""}",pgc:glutamatergic-prioritized-genes,,,
alignment:grm5|pgc|pgc.criterion.sig-adultfusion|missingness|absent,alignment:grm5,GRM5,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.criterion.sig-adultfusion,prioritization_criterion,missingness,"[""channel:missingness"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""criterion:sig-adultfusion"", ""alignment_status:id-consistent"", ""missingness_kind:source-absent""]",string,,source_absent,"{""expected_source"": ""pgc"", ""reason"": ""source_absent""}",pgc:glutamatergic-prioritized-genes,,,
alignment:grm5|pgc|pgc.criterion.sig-adultfusion|uncertainty|absent,alignment:grm5,GRM5,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.criterion.sig-adultfusion,prioritization_criterion,uncertainty,"[""channel:uncertainty"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""criterion:sig-adultfusion"", ""alignment_status:id-consistent"", ""uncertainty_level:high""]",number,0.8,high,"{""missingness_kind"": ""source_absent"", ""reason"": ""source_absent_for_alignment"", ""related_channel"": ""missingness""}",pgc:glutamatergic-prioritized-genes,,,
alignment:grm5|pgc|pgc.criterion.smr-priority-gene|missingness|absent,alignment:grm5,GRM5,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.criterion.smr-priority-gene,prioritization_criterion,missingness,"[""channel:missingness"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""criterion:smr-priority-gene"", ""alignment_status:id-consistent"", ""missingness_kind:source-absent""]",string,,source_absent,"{""expected_source"": ""pgc"", ""reason"": ""source_absent""}",pgc:glutamatergic-prioritized-genes,,,
alignment:grm5|pgc|pgc.criterion.smr-priority-gene|uncertainty|absent,alignment:grm5,GRM5,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.criterion.smr-priority-gene,prioritization_criterion,uncertainty,"[""channel:uncertainty"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""criterion:smr-priority-gene"", ""alignment_status:id-consistent"", ""uncertainty_level:high""]",number,0.8,high,"{""missingness_kind"": ""source_absent"", ""reason"": ""source_absent_for_alignment"", ""related_channel"": ""missingness""}",pgc:glutamatergic-prioritized-genes,,,
alignment:grm5|pgc|pgc.criterion.smrpsych|missingness|absent,alignment:grm5,GRM5,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.criterion.smrpsych,prioritization_criterion,missingness,"[""channel:missingness"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""criterion:smrpsych"", ""alignment_status:id-consistent"", ""missingness_kind:source-absent""]",string,,source_absent,"{""expected_source"": ""pgc"", ""reason"": ""source_absent""}",pgc:glutamatergic-prioritized-genes,,,
alignment:grm5|pgc|pgc.criterion.smrpsych|uncertainty|absent,alignment:grm5,GRM5,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.criterion.smrpsych,prioritization_criterion,uncertainty,"[""channel:uncertainty"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""criterion:smrpsych"", ""alignment_status:id-consistent"", ""uncertainty_level:high""]",number,0.8,high,"{""missingness_kind"": ""source_absent"", ""reason"": ""source_absent_for_alignment"", ""related_channel"": ""missingness""}",pgc:glutamatergic-prioritized-genes,,,
alignment:grm5|pgc|pgc.prioritised|missingness|absent,alignment:grm5,GRM5,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.prioritised,prioritization_summary,missingness,"[""channel:missingness"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""alignment_status:id-consistent"", ""missingness_kind:source-absent""]",string,,source_absent,"{""expected_source"": ""pgc"", ""reason"": ""source_absent""}",pgc:glutamatergic-prioritized-genes,,,
alignment:grm5|pgc|pgc.prioritised|uncertainty|absent,alignment:grm5,GRM5,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.prioritised,prioritization_summary,uncertainty,"[""channel:uncertainty"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""alignment_status:id-consistent"", ""uncertainty_level:high""]",number,0.8,high,"{""missingness_kind"": ""source_absent"", ""reason"": ""source_absent_for_alignment"", ""related_channel"": ""missingness""}",pgc:glutamatergic-prioritized-genes,,,
alignment:grm5|pgc|pgc.priority_index_snp_count|missingness|absent,alignment:grm5,GRM5,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.priority_index_snp_count,index_snp_summary,missingness,"[""channel:missingness"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""alignment_status:id-consistent"", ""missingness_kind:source-absent""]",string,,source_absent,"{""expected_source"": ""pgc"", ""reason"": ""source_absent""}",pgc:glutamatergic-prioritized-genes,,,
alignment:grm5|pgc|pgc.priority_index_snp_count|uncertainty|absent,alignment:grm5,GRM5,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.priority_index_snp_count,index_snp_summary,uncertainty,"[""channel:uncertainty"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""alignment_status:id-consistent"", ""uncertainty_level:high""]",number,0.8,high,"{""missingness_kind"": ""source_absent"", ""reason"": ""source_absent_for_alignment"", ""related_channel"": ""missingness""}",pgc:glutamatergic-prioritized-genes,,,
alignment:grm5|pgc|pgc.priority_index_snps|missingness|absent,alignment:grm5,GRM5,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.priority_index_snps,index_snp_summary,missingness,"[""channel:missingness"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""alignment_status:id-consistent"", ""missingness_kind:source-absent""]",string,,source_absent,"{""expected_source"": ""pgc"", ""reason"": ""source_absent""}",pgc:glutamatergic-prioritized-genes,,,
alignment:grm5|pgc|pgc.priority_index_snps|uncertainty|absent,alignment:grm5,GRM5,id_consistent,pgc,glutamatergic_prioritized_genes,pgc.priority_index_snps,index_snp_summary,uncertainty,"[""channel:uncertainty"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""alignment_status:id-consistent"", ""uncertainty_level:high""]",number,0.8,high,"{""missingness_kind"": ""source_absent"", ""reason"": ""source_absent_for_alignment"", ""related_channel"": ""missingness""}",pgc:glutamatergic-prioritized-genes,,,
